vowel,time_index,v_time,time_abs,F1,F2,F3
ii,1,0,0.846,322,583,2710
ii,2,0.014,0.86,295,643,2676
ii,3,0.027,0.873,300,573,2592
ii,4,0.041,0.887,307,553,2598
ii,5,0.055,0.901,313,566,2658
ii,6,0.069,0.914,316,558,2903
ii,7,0.082,0.928,310,566,2759
ii,8,0.096,0.942,288,581,2767
ii,9,0.11,0.956,288,594,2615
ii,10,0.123,0.969,284,600,2613
ii,11,0.137,0.983,292,595,2681
ii,12,0.151,0.997,296,611,2859
ii,13,0.165,1.01,308,596,3180
ii,14,0.178,1.024,305,594,3201
ii,15,0.192,1.038,290,599,3036
I,1,0,2.456,465,617,2264
I,2,0.003,2.46,466,743,2289
I,3,0.007,2.463,451,887,2281
I,4,0.01,2.466,440,989,2271
I,5,0.013,2.469,438,1002,2255
I,6,0.017,2.473,436,1046,2272
I,7,0.02,2.476,435,1131,2334
I,8,0.023,2.479,431,1190,2437
I,9,0.026,2.483,426,1226,2575
I,10,0.03,2.486,421,1190,2627
I,11,0.033,2.489,414,1116,2634
I,12,0.036,2.493,414,1008,2642
I,13,0.04,2.496,415,889,2651
I,14,0.043,2.499,395,735,2689
I,15,0.046,2.503,371,577,2731
EE,1,0,4.236,619,1813,2471
EE,2,0.009,4.245,594,1825,2555
EE,3,0.019,4.255,601,1870,2735
EE,4,0.028,4.264,601,1904,2759
EE,5,0.038,4.273,610,1920,2859
EE,6,0.047,4.283,622,1923,2912
EE,7,0.057,4.292,628,1945,3002
EE,8,0.066,4.302,639,836,2126
EE,9,0.075,4.311,646,1995,3099
EE,10,0.085,4.321,644,1997,3114
EE,11,0.094,4.33,630,1015,1993
EE,12,0.104,4.339,619,1885,2871
EE,13,0.113,4.349,608,1910,2973
EE,14,0.123,4.358,482,728,2041
EE,15,0.132,4.368,616,2003,2965
E,1,0,5.969,614,1795,2763
E,2,0.004,5.973,610,1831,2829
E,3,0.008,5.977,611,1838,2893
E,4,0.012,5.981,619,1856,2921
E,5,0.016,5.985,626,1871,2940
E,6,0.02,5.989,628,1869,2960
E,7,0.024,5.993,632,1864,2953
E,8,0.028,5.997,636,1861,2945
E,9,0.032,6.001,637,1883,2992
E,10,0.036,6.005,637,1897,3046
E,11,0.04,6.009,635,1904,3098
E,12,0.044,6.013,633,1881,3068
E,13,0.048,6.017,628,1863,3058
E,14,0.053,6.021,621,1847,3066
E,15,0.057,6.025,605,1859,3090
EE,1,0,7.859,582,1906,2842
EE,2,0.014,7.873,573,2038,3013
EE,3,0.028,7.887,587,2006,2992
EE,4,0.042,7.901,595,1963,2952
EE,5,0.056,7.915,600,2039,2304
EE,6,0.07,7.929,607,2106,3162
EE,7,0.085,7.943,606,1969,3011
EE,8,0.099,7.957,610,1962,2409
EE,9,0.113,7.971,621,1978,3020
EE,10,0.127,7.985,640,2026,3118
EE,11,0.141,7.999,653,2054,3176
EE,12,0.155,8.013,657,1976,3188
EE,13,0.169,8.028,645,2054,3233
EE,14,0.183,8.042,606,2026,3158
EE,15,0.197,8.056,610,2014,3047
YY,1,0,10.152,508,1933,2771
YY,2,0.01,10.162,478,1965,2820
YY,3,0.019,10.171,465,1897,2805
YY,4,0.029,10.181,459,1775,2618
YY,5,0.038,10.19,461,1793,2871
YY,6,0.048,10.2,463,1716,2869
YY,7,0.057,10.209,467,1701,2836
YY,8,0.067,10.219,473,1764,2929
YY,9,0.076,10.229,473,1783,3032
YY,10,0.086,10.238,468,1790,2987
YY,11,0.096,10.248,462,1788,2949
YY,12,0.105,10.257,456,1790,2985
YY,13,0.115,10.267,441,1721,2964
YY,14,0.124,10.276,417,1637,2856
YY,15,0.134,10.286,385,1755,2899
Y,1,0,11.781,527,1863,2575
Y,2,0.005,11.786,526,1803,2533
Y,3,0.009,11.79,534,1718,2529
Y,4,0.014,11.795,548,1776,2563
Y,5,0.019,11.8,555,1829,2714
Y,6,0.023,11.804,556,1864,2857
Y,7,0.028,11.809,550,1871,2906
Y,8,0.033,11.814,545,1874,2924
Y,9,0.037,11.818,530,1866,2937
Y,10,0.042,11.823,516,1842,2942
Y,11,0.047,11.828,507,1796,2940
Y,12,0.051,11.832,507,1834,3006
Y,13,0.056,11.837,497,1880,3023
Y,14,0.061,11.842,476,1901,2979
Y,15,0.065,11.846,443,1858,2859
OOE,1,0,13.39,595,1804,2626
OOE,2,0.018,13.408,532,1802,2223
OOE,3,0.036,13.426,555,1726,2757
OOE,4,0.054,13.444,556,1754,2303
OOE,5,0.072,13.462,564,1814,2459
OOE,6,0.09,13.48,566,1823,2686
OOE,7,0.108,13.498,559,1809,2627
OOE,8,0.126,13.516,559,1831,2516
OOE,9,0.144,13.534,561,1842,2511
OOE,10,0.162,13.552,543,1864,2439
OOE,11,0.18,13.57,550,1850,2619
OOE,12,0.198,13.588,545,1835,2567
OOE,13,0.216,13.606,554,1881,2526
OOE,14,0.234,13.624,559,1776,2928
OOE,15,0.252,13.642,513,1635,2842
OE,1,0,15.116,620,1915,2486
OE,2,0.004,15.121,617,1879,2399
OE,3,0.009,15.125,619,1874,2380
OE,4,0.013,15.129,621,1858,2359
OE,5,0.017,15.133,621,1810,2303
OE,6,0.021,15.138,627,1814,2187
OE,7,0.026,15.142,634,1811,2170
OE,8,0.03,15.146,643,1790,2292
OE,9,0.034,15.151,655,1801,2439
OE,10,0.039,15.155,667,1808,2537
OE,11,0.043,15.159,680,1809,2589
OE,12,0.047,15.163,692,1800,2629
OE,13,0.051,15.168,701,1807,2674
OE,14,0.056,15.172,707,1825,2731
OE,15,0.06,15.176,711,1836,2827
AA,1,0,16.829,749,1609,3204
AA,2,0.017,16.846,805,1586,3114
AA,3,0.035,16.863,840,1520,3028
AA,4,0.052,16.88,855,1509,3003
AA,5,0.069,16.898,864,1490,2984
AA,6,0.086,16.915,863,1502,3027
AA,7,0.104,16.932,866,1525,3026
AA,8,0.121,16.949,863,1537,3024
AA,9,0.138,16.967,856,1537,3012
AA,10,0.155,16.984,846,1541,2988
AA,11,0.173,17.001,832,1544,3006
AA,12,0.19,17.019,818,1548,3031
AA,13,0.207,17.036,804,1570,3054
AA,14,0.224,17.053,801,1632,3061
AA,15,0.242,17.07,802,1691,3140
a,1,0,18.421,756,1643,3201
a,2,0.005,18.427,755,1624,3204
a,3,0.01,18.432,763,1574,3165
a,4,0.015,18.437,778,1508,3133
a,5,0.021,18.442,794,1429,3105
a,6,0.026,18.447,803,1347,3033
a,7,0.031,18.452,808,1326,2780
a,8,0.036,18.457,802,1335,3019
a,9,0.041,18.463,790,1366,2421
a,10,0.046,18.468,776,1384,2023
a,11,0.051,18.473,763,1362,2200
a,12,0.057,18.478,752,1302,2463
a,13,0.062,18.483,740,1283,2554
a,14,0.067,18.488,725,1317,2980
a,15,0.072,18.493,713,1426,3167
uu,1,0,20.229,475,861,2757
uu,2,0.006,20.235,448,688,919
uu,3,0.013,20.242,431,846,892
uu,4,0.019,20.248,430,800,1610
uu,5,0.025,20.254,429,860,3844
uu,6,0.032,20.261,428,857,3852
uu,7,0.038,20.267,428,860,3818
uu,8,0.045,20.273,428,858,3776
uu,9,0.051,20.28,428,854,3837
uu,10,0.057,20.286,427,853,3710
uu,11,0.064,20.293,425,851,3411
uu,12,0.07,20.299,420,846,3564
uu,13,0.076,20.305,413,844,3820
uu,14,0.083,20.312,396,839,3591
uu,15,0.089,20.318,349,824,3247
U,1,0,21.795,505,904,3819
U,2,0.003,21.798,507,897,3534
U,3,0.006,21.801,507,882,3057
U,4,0.008,21.804,512,873,2796
U,5,0.011,21.807,524,872,2863
U,6,0.014,21.809,533,872,2901
U,7,0.017,21.812,529,876,2804
U,8,0.02,21.815,526,880,2706
U,9,0.023,21.818,519,876,2928
U,10,0.025,21.821,512,872,3164
U,11,0.028,21.823,497,861,3240
U,12,0.031,21.826,478,847,3260
U,13,0.034,21.829,463,829,3289
U,14,0.037,21.832,451,808,3327
U,15,0.039,21.835,447,792,3375
OO,1,0,23.651,583,1176,2963
OO,2,0.011,23.662,624,1220,2789
OO,3,0.023,23.673,677,1149,2831
OO,4,0.034,23.685,706,1114,2829
OO,5,0.046,23.696,720,1103,2952
OO,6,0.057,23.708,717,1090,3030
OO,7,0.068,23.719,718,1083,3016
OO,8,0.08,23.73,734,1101,3043
OO,9,0.091,23.742,735,1113,3046
OO,10,0.103,23.753,731,1133,3501
OO,11,0.114,23.765,723,1151,3330
OO,12,0.125,23.776,711,1149,3301
OO,13,0.137,23.787,698,1129,3301
OO,14,0.148,23.799,646,1116,3334
OO,15,0.159,23.81,563,1100,3180
O,1,0,25.184,633,1281,3007
O,2,0.004,25.188,656,1308,3026
O,3,0.009,25.193,675,1318,2982
O,4,0.013,25.197,689,1314,2907
O,5,0.018,25.202,686,1293,2882
O,6,0.022,25.206,682,1278,2883
O,7,0.026,25.21,682,1267,2892
O,8,0.031,25.215,687,1263,2905
O,9,0.035,25.219,696,1266,2942
O,10,0.04,25.224,709,1270,2992
O,11,0.044,25.228,725,1272,3056
O,12,0.048,25.232,739,1259,3161
O,13,0.053,25.237,733,1238,3149
O,14,0.057,25.241,717,1217,3101
O,15,0.062,25.246,698,1200,3108
